Abbey 9.29.21,Myers FFRR 9.29.21,FFRR,Chow,9.29.21,,,,,,,
,TSE PhenoMaster V7.7.9 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,176,29.9,M,G+FFRR, ,,,,,,
2,177,23.9,M,++FFR, ,,,,,,
3,178,33.5,M,G+FFRR, ,,,,,,
4,179,30.7,M,G+FFRR, ,,,,,,
5,180,19.5,F,++FFR, ,,,,,,
6,181,26.1,F,G+FFRR, ,,,,,,
7,401,29.4,M,G+FFR, ,,,,,,
8,402,29.2,M,G+FFR, ,,,,,,
9,403,30.3,M,G+FFR, ,,,,,,
10,404,20.7,M,++FFR, ,,,,,,
11,405,23.9,M,G+FFR br, ,,,,,,
12,697,22.9,M,++FFR, ,,,,,,
13,698,24.1,M,++FFR, ,,,,,,
14,699,27.7,M,G+FFRR, ,,,,,,
15,700,20.1,M,++FFR, ,,,,,,
16,701,26.6,F,G+FFRR, ,,,,,,
17,702,18.5,F,G+FFRR, ,,,,,,
18,705,17.5,F,++FFR, ,,,,,,
19,706,15.8,F,++FFR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
10/1/2021 18:49,700,15,46,40,0.867,0.226,1793,607,653,11.89,11.38
10/1/2021 19:04,700,15,45,44,0.966,0.226,609,202,171,11.96,11.38
10/1/2021 19:19,700,15,43,41,0.945,0.217,392,29,114,11.97,11.38
10/1/2021 19:34,700,15,48,44,0.906,0.238,1487,426,460,12.04,11.49
10/1/2021 19:49,700,15,49,44,0.911,0.241,355,126,118,12.15,11.55
10/1/2021 20:04,700,15,43,41,0.945,0.216,1498,406,666,12.24,12.03
10/1/2021 20:19,700,15,50,49,0.984,0.251,450,66,215,12.31,12.07
10/1/2021 20:34,700,15,52,51,0.969,0.262,1341,340,608,12.42,12.38
10/1/2021 20:49,700,15,45,43,0.977,0.223,885,274,340,12.58,12.39
10/1/2021 21:04,700,15,40,39,0.981,0.199,144,14,21,12.59,12.39
10/1/2021 21:19,700,15,44,44,0.993,0.223,984,283,385,12.67,12.79
10/1/2021 21:34,700,15,45,43,0.945,0.227,523,145,161,12.72,12.8
10/1/2021 21:49,700,15,44,39,0.891,0.217,354,50,77,12.73,12.8
10/1/2021 22:04,700,15,44,46,1.048,0.223,3060,626,1792,13.08,13.23
10/1/2021 22:19,700,15,54,51,0.942,0.268,1599,294,821,13.31,13.34
10/1/2021 22:34,700,15,53,51,0.959,0.267,1837,514,897,13.44,13.98
10/1/2021 22:49,700,15,53,50,0.937,0.263,2733,1031,1083,13.56,13.98
10/1/2021 23:04,700,15,52,51,0.973,0.263,1757,485,725,13.74,14.64
10/1/2021 23:19,700,15,54,55,1.012,0.273,2372,685,1141,13.88,14.64
10/1/2021 23:34,700,15,59,59,0.991,0.299,4414,1541,2001,14.01,14.64
10/1/2021 23:49,700,15,55,53,0.963,0.277,1966,680,717,14.07,14.86
10/2/2021 0:04,700,15,54,54,0.99,0.274,3029,907,1388,14.2,15.04
10/2/2021 0:19,700,15,52,52,0.997,0.261,534,172,87,14.22,15.13
10/2/2021 0:34,700,15,52,51,0.978,0.262,3598,1691,1091,14.36,15.5
10/2/2021 0:49,700,15,52,50,0.959,0.261,1693,994,246,14.36,15.62
10/2/2021 1:04,700,15,42,39,0.928,0.21,31,17,0,14.36,15.62
10/2/2021 1:19,700,15,36,33,0.93,0.178,45,18,0,14.37,15.62
10/2/2021 1:34,700,15,37,37,0.982,0.188,368,203,0,14.37,15.62
10/2/2021 1:49,700,15,36,34,0.95,0.177,256,104,3,14.37,15.62
10/2/2021 2:04,700,15,34,31,0.915,0.17,157,93,11,14.37,15.62
10/2/2021 2:19,700,15,40,37,0.932,0.198,295,131,5,14.37,15.62
10/2/2021 2:34,700,15,48,45,0.945,0.238,1424,660,371,14.65,15.91
10/2/2021 2:49,700,15,54,54,0.994,0.273,1880,668,631,14.73,16.4
10/2/2021 3:04,700,15,51,48,0.946,0.256,1562,665,499,14.94,17.75
10/2/2021 3:19,700,15,55,52,0.95,0.274,1958,679,808,15.13,17.99
10/2/2021 3:34,700,15,52,49,0.941,0.261,1518,566,491,15.22,18.65
10/2/2021 3:49,700,15,52,47,0.914,0.257,427,104,133,15.22,19.34
10/2/2021 4:04,700,15,43,38,0.872,0.212,40,1,2,15.22,19.34
10/2/2021 4:19,700,15,36,33,0.923,0.179,0,0,0,15.22,19.34
10/2/2021 4:34,700,15,43,37,0.856,0.212,57,0,16,15.22,19.34
10/2/2021 4:49,700,15,45,41,0.908,0.224,526,163,68,15.23,19.34
10/2/2021 5:04,700,15,55,52,0.937,0.274,723,187,197,15.46,19.34
10/2/2021 5:19,700,15,55,55,1.007,0.276,2630,670,1291,15.98,19.34
10/2/2021 5:34,700,15,54,55,1.016,0.274,1249,450,469,16.11,19.42
10/2/2021 5:49,700,15,55,51,0.933,0.273,1488,301,842,16.21,19.9
10/2/2021 6:04,700,15,52,50,0.955,0.262,2162,809,793,16.34,19.9
10/2/2021 6:19,700,15,50,46,0.926,0.247,1030,64,822,16.34,19.9
10/2/2021 6:34,700,15,38,34,0.882,0.188,77,0,20,16.34,19.9
10/2/2021 6:49,700,15,35,33,0.957,0.175,102,0,11,16.34,19.9
10/2/2021 7:04,700,15,36,33,0.923,0.176,7,2,3,16.34,19.9
10/2/2021 7:19,700,15,38,35,0.919,0.189,315,11,245,16.34,19.9
10/2/2021 7:34,700,15,44,43,0.966,0.221,1028,283,490,16.42,20.34
10/2/2021 7:49,700,15,48,45,0.94,0.24,940,369,263,16.58,20.55
10/2/2021 8:04,700,15,47,44,0.935,0.232,346,139,52,16.58,20.55
10/2/2021 8:19,700,15,33,31,0.936,0.163,0,0,0,16.58,20.55
10/2/2021 8:34,700,15,33,30,0.906,0.162,3,0,0,16.58,20.55
10/2/2021 8:49,700,15,33,28,0.863,0.161,127,0,0,16.58,20.55
10/2/2021 9:04,700,15,31,27,0.852,0.153,0,0,0,16.58,20.55
10/2/2021 9:19,700,15,39,33,0.852,0.191,52,0,1,16.58,20.55
10/2/2021 9:34,700,15,32,27,0.86,0.155,6,0,0,16.58,20.55
10/2/2021 9:49,700,15,34,29,0.86,0.167,753,350,227,16.65,20.55
10/2/2021 10:04,700,15,42,34,0.819,0.202,253,0,2,16.65,20.55
10/2/2021 10:19,700,15,29,24,0.843,0.141,315,1,0,16.65,20.55
10/2/2021 10:34,700,15,36,32,0.877,0.177,345,12,0,16.65,20.55
10/2/2021 10:49,700,15,36,31,0.857,0.176,202,2,0,16.65,20.55
10/2/2021 11:04,700,15,28,24,0.843,0.139,280,1,0,16.65,20.55
10/2/2021 11:19,700,15,28,24,0.851,0.139,203,0,0,16.65,20.55
10/2/2021 11:34,700,15,32,28,0.882,0.155,20,1,0,16.65,20.55
10/2/2021 11:49,700,15,31,25,0.809,0.148,4,3,0,16.65,20.55
10/2/2021 12:04,700,15,36,30,0.838,0.175,1391,365,839,16.78,20.55
10/2/2021 12:19,700,15,46,40,0.867,0.226,395,92,213,16.8,20.55
10/2/2021 12:34,700,15,32,27,0.867,0.154,0,0,0,16.8,20.55
10/2/2021 12:49,700,15,31,26,0.823,0.152,0,0,0,16.8,20.55
10/2/2021 13:04,700,15,29,25,0.867,0.141,0,0,0,16.8,20.55
10/2/2021 13:19,700,15,29,25,0.859,0.142,0,0,0,16.8,20.55
10/2/2021 13:34,700,15,30,26,0.84,0.148,0,0,0,16.8,20.55
10/2/2021 13:49,700,15,28,25,0.867,0.139,0,0,0,16.81,20.55
10/2/2021 14:04,700,15,28,25,0.875,0.139,0,0,0,16.81,20.55
10/2/2021 14:19,700,15,36,30,0.844,0.176,210,68,109,16.81,20.55
10/2/2021 14:34,700,15,42,37,0.883,0.205,960,301,351,16.89,20.8
10/2/2021 14:49,700,15,42,37,0.893,0.205,425,0,0,16.89,20.84
10/2/2021 15:04,700,15,31,29,0.95,0.155,403,0,0,16.89,20.84
10/2/2021 15:19,700,15,32,28,0.867,0.156,413,0,0,16.9,20.84
10/2/2021 15:34,700,15,31,27,0.86,0.153,402,0,0,16.9,20.84
10/2/2021 15:49,700,15,29,27,0.925,0.144,413,0,0,16.9,20.84
10/2/2021 16:04,700,15,30,26,0.855,0.148,432,0,0,16.9,20.84
10/2/2021 16:19,700,15,35,31,0.87,0.172,391,0,0,16.9,20.84
10/2/2021 16:34,700,15,44,42,0.939,0.221,799,236,286,17.09,20.96
10/2/2021 16:49,700,15,47,44,0.935,0.233,2296,759,1002,17.32,21.3
10/2/2021 17:04,700,15,47,44,0.93,0.234,110,31,69,17.38,21.3
10/2/2021 17:19,700,15,35,33,0.943,0.177,6,1,0,17.38,21.3
10/2/2021 17:34,700,15,35,35,0.998,0.175,117,39,59,17.39,21.3
10/2/2021 17:49,700,15,39,38,0.968,0.195,11,0,9,17.39,21.3
10/2/2021 18:04,700,15,31,31,0.989,0.157,2,0,2,17.39,21.3
10/2/2021 18:19,700,15,31,29,0.943,0.153,22,0,19,17.39,21.3
10/2/2021 18:34,700,15,42,39,0.917,0.209,1045,247,617,17.4,21.31
10/2/2021 18:49,700,15,49,46,0.926,0.245,1980,224,1446,17.5,21.56
10/2/2021 19:04,700,15,50,45,0.902,0.248,2436,518,1541,17.6,21.56
10/2/2021 19:19,700,15,53,47,0.891,0.261,992,66,553,17.67,21.56
10/2/2021 19:34,700,15,39,34,0.87,0.19,440,0,87,17.67,21.56
10/2/2021 19:49,700,15,36,31,0.851,0.176,548,0,142,17.67,21.56
10/2/2021 20:04,700,15,49,42,0.867,0.239,1839,457,906,17.8,21.56
10/2/2021 20:19,700,15,53,48,0.923,0.261,2996,419,1945,17.97,21.56
10/2/2021 20:34,700,15,53,48,0.9,0.262,1376,191,830,17.97,21.56
10/2/2021 20:49,700,15,50,44,0.879,0.247,1644,412,802,18.09,21.56
10/2/2021 21:04,700,15,49,44,0.911,0.241,392,83,121,18.17,21.56
10/2/2021 21:19,700,15,38,35,0.913,0.191,2,0,0,18.18,21.56
10/2/2021 21:34,700,15,49,45,0.917,0.242,779,289,184,18.26,21.56
10/2/2021 21:49,700,15,52,49,0.932,0.259,2419,676,1147,18.39,21.56
10/2/2021 22:04,700,15,54,50,0.924,0.267,2168,261,1522,18.5,21.56
10/2/2021 22:19,700,15,56,52,0.933,0.276,1483,410,671,18.66,22.24
10/2/2021 22:34,700,15,52,50,0.95,0.26,1967,583,801,18.76,22.24
10/2/2021 22:49,700,15,61,57,0.942,0.304,1719,476,790,18.96,22.24
10/2/2021 23:04,700,15,55,52,0.942,0.273,2979,861,1385,19.07,22.46
10/2/2021 23:19,700,15,55,50,0.916,0.271,1950,262,1124,19.28,22.59
10/2/2021 23:34,700,15,53,48,0.918,0.26,2101,390,1392,19.43,22.67
10/2/2021 23:49,700,15,51,49,0.946,0.257,1087,342,466,19.57,22.73
10/3/2021 0:04,700,15,44,39,0.87,0.218,31,2,4,19.58,22.73
10/3/2021 0:19,700,15,40,36,0.89,0.198,44,2,13,19.58,22.73
10/3/2021 0:34,700,15,36,33,0.899,0.179,114,14,15,19.58,22.73
10/3/2021 0:49,700,15,37,34,0.931,0.184,2040,694,893,19.6,22.73
10/3/2021 1:04,700,15,51,47,0.927,0.252,4807,2026,1850,19.73,23.07
10/3/2021 1:19,700,15,58,55,0.946,0.291,768,255,217,19.96,24.17
10/3/2021 1:34,700,15,59,55,0.934,0.291,2450,973,840,20.17,24.17
10/3/2021 1:49,700,15,55,51,0.924,0.274,107,2,19,20.18,24.17
10/3/2021 2:04,700,15,38,37,0.963,0.192,22,6,0,20.19,24.17
10/3/2021 2:19,700,15,39,33,0.858,0.19,103,1,0,20.19,24.17
10/3/2021 2:34,700,15,38,35,0.925,0.189,209,49,23,20.19,24.17
10/3/2021 2:49,700,15,38,33,0.873,0.187,709,335,116,20.25,24.17
10/3/2021 3:04,700,15,47,43,0.904,0.232,2941,1835,460,20.42,24.17
10/3/2021 3:19,700,15,59,54,0.913,0.291,1176,568,265,20.57,24.17
10/3/2021 3:34,700,15,43,37,0.862,0.212,42,0,4,20.57,24.17
10/3/2021 3:49,700,15,45,41,0.898,0.224,1496,675,422,20.63,24.17
10/3/2021 4:04,700,15,50,46,0.917,0.248,2660,1028,962,20.72,24.17
10/3/2021 4:19,700,15,53,45,0.852,0.259,1120,392,394,20.73,24.17
10/3/2021 4:34,700,15,88,49,0.56,0.4,1962,491,902,20.89,24.17
10/3/2021 4:49,700,15,55,48,0.857,0.271,1250,308,560,21.05,24.17
10/3/2021 5:04,700,15,52,46,0.89,0.255,1489,532,532,21.13,24.56
10/3/2021 5:19,700,15,50,45,0.903,0.246,328,34,126,21.19,24.63
10/3/2021 5:34,700,15,39,34,0.882,0.191,288,71,111,21.2,24.63
10/3/2021 5:49,700,15,44,39,0.88,0.218,3289,1443,1063,21.31,24.88
10/3/2021 6:04,700,15,51,44,0.87,0.248,3726,1604,1266,21.44,25.13
10/3/2021 6:19,700,15,50,46,0.918,0.248,907,106,429,21.49,25.13
10/3/2021 6:34,700,15,47,41,0.88,0.231,740,131,472,21.49,25.25
10/3/2021 6:49,700,15,45,38,0.827,0.22,211,2,60,21.49,25.25
10/3/2021 7:04,700,15,35,28,0.807,0.169,44,0,0,21.49,25.25
10/3/2021 7:19,700,15,31,25,0.817,0.148,40,0,0,21.49,25.25
10/3/2021 7:34,700,15,35,26,0.748,0.167,0,0,0,21.49,25.25
10/3/2021 7:49,700,15,35,27,0.761,0.169,0,0,0,21.49,25.25
10/3/2021 8:04,700,15,32,26,0.809,0.155,49,0,0,21.49,25.38
10/3/2021 8:19,700,15,32,26,0.794,0.156,209,0,2,21.49,25.38
10/3/2021 8:34,700,15,35,26,0.761,0.166,1,1,0,21.5,25.38
10/3/2021 8:49,700,15,35,28,0.813,0.169,329,77,203,21.52,25.38
10/3/2021 9:04,700,15,45,37,0.828,0.217,1141,313,435,21.63,25.38
10/3/2021 9:19,700,15,37,28,0.762,0.177,229,0,0,21.63,25.38
10/3/2021 9:34,700,15,37,27,0.749,0.174,248,0,0,21.63,25.38
10/3/2021 9:49,700,15,33,25,0.76,0.16,245,0,0,21.63,25.38
10/3/2021 10:04,700,15,34,26,0.753,0.163,344,0,0,21.63,25.38
10/3/2021 10:19,700,15,34,26,0.773,0.162,380,0,0,21.63,25.38
10/3/2021 10:34,700,15,32,26,0.823,0.153,397,0,0,21.64,25.38
10/3/2021 10:49,700,15,40,32,0.799,0.191,568,53,122,21.64,25.38
10/3/2021 11:04,700,15,32,25,0.758,0.155,397,0,0,21.64,25.38
10/3/2021 11:19,700,15,32,26,0.809,0.155,91,0,0,21.64,25.42
10/3/2021 11:34,700,15,35,30,0.854,0.17,1,0,0,21.64,25.42
10/3/2021 11:49,700,15,31,26,0.823,0.152,0,0,0,21.64,25.42
10/3/2021 12:04,700,15,32,26,0.809,0.155,0,0,0,21.64,25.68
10/3/2021 12:19,700,15,35,28,0.793,0.169,0,0,0,21.64,25.68
10/3/2021 12:34,700,15,32,28,0.89,0.156,0,0,0,21.64,25.71
10/3/2021 12:49,700,15,34,26,0.773,0.162,0,0,0,21.64,25.71
10/3/2021 13:04,700,15,36,26,0.735,0.17,0,0,0,21.64,25.71
10/3/2021 13:19,700,15,50,39,0.778,0.239,324,120,101,21.7,25.71
10/3/2021 13:34,700,15,45,38,0.847,0.221,472,232,92,21.78,25.71
10/3/2021 13:49,700,15,39,32,0.822,0.189,0,0,0,21.79,25.71
10/3/2021 14:04,700,15,32,26,0.823,0.153,0,0,0,21.79,25.71
10/3/2021 14:19,700,15,31,25,0.808,0.152,0,0,0,21.79,25.71
10/3/2021 14:34,700,15,32,27,0.83,0.156,0,0,0,21.79,25.71
10/3/2021 14:49,700,15,32,26,0.823,0.155,0,0,0,21.79,25.71
10/3/2021 15:04,700,15,32,26,0.823,0.156,0,0,0,21.79,25.71
10/3/2021 15:19,700,15,40,35,0.873,0.199,754,329,160,21.86,25.71
10/3/2021 15:34,700,15,41,39,0.944,0.204,145,56,40,21.97,25.71
10/3/2021 15:49,700,15,36,33,0.91,0.177,0,0,0,21.97,25.71
10/3/2021 16:04,700,15,34,28,0.807,0.167,0,0,0,21.97,25.71
10/3/2021 16:19,700,15,48,39,0.806,0.233,362,101,117,21.98,25.71
10/3/2021 16:34,700,15,34,29,0.833,0.167,1,0,1,21.98,25.71
10/3/2021 16:49,700,15,35,28,0.793,0.17,0,0,0,21.98,25.71
10/3/2021 17:04,700,15,34,27,0.793,0.166,0,0,0,21.98,25.71
10/3/2021 17:19,700,15,31,27,0.86,0.153,0,0,0,21.98,25.71
10/3/2021 17:34,700,15,32,27,0.845,0.155,0,0,0,21.98,25.71
10/3/2021 17:49,700,15,33,28,0.856,0.162,30,0,2,21.99,25.71
10/3/2021 18:04,700,15,44,41,0.945,0.219,1399,560,467,22.17,25.71
10/3/2021 18:19,700,15,53,47,0.896,0.26,6054,3483,1375,22.3,26.36
10/3/2021 18:34,700,15,43,38,0.884,0.211,127,30,0,22.31,26.36
10/3/2021 18:49,700,15,36,31,0.87,0.177,135,17,3,22.31,26.36
10/3/2021 19:04,700,15,46,43,0.945,0.227,1173,339,501,22.39,26.36
10/3/2021 19:19,700,15,50,44,0.884,0.245,2063,544,949,22.52,26.36
10/3/2021 19:34,700,15,46,44,0.971,0.228,765,290,223,22.71,26.36
10/3/2021 19:49,700,15,55,49,0.889,0.27,425,143,124,22.71,26.36
10/3/2021 20:04,700,15,47,46,0.965,0.238,826,288,288,22.74,26.36
10/3/2021 20:19,700,15,57,53,0.921,0.283,894,353,238,22.9,26.36
10/3/2021 20:34,700,15,46,43,0.925,0.229,284,98,52,22.9,26.36
10/3/2021 20:49,700,15,44,41,0.939,0.217,151,74,19,22.9,26.36
10/3/2021 21:04,700,15,42,39,0.928,0.21,1286,374,551,22.95,26.36
10/3/2021 21:19,700,15,45,43,0.94,0.226,1854,691,642,23.11,26.9
10/3/2021 21:34,700,15,41,39,0.95,0.206,667,180,235,23.11,26.9
10/3/2021 21:49,700,15,42,38,0.91,0.205,1150,316,471,23.23,26.9
10/3/2021 22:04,700,15,44,41,0.912,0.22,284,22,166,23.29,27
10/3/2021 22:19,700,15,48,45,0.945,0.238,1732,473,749,23.52,27.13
10/3/2021 22:34,700,15,41,39,0.956,0.206,418,122,141,23.57,27.15
10/3/2021 22:49,700,15,44,42,0.94,0.22,1392,307,591,23.67,27.77
10/3/2021 23:04,700,15,41,40,0.974,0.204,3527,1600,1122,23.83,27.8
10/3/2021 23:19,700,15,51,52,1.006,0.26,1341,264,745,23.98,27.97
10/3/2021 23:34,700,15,55,55,1.012,0.276,2053,469,1166,24.16,28.6
10/3/2021 23:49,700,15,54,52,0.955,0.27,3651,1129,1734,24.32,28.71
10/4/2021 0:04,700,15,51,49,0.95,0.256,1382,277,629,24.33,29.18
10/4/2021 0:19,700,15,46,40,0.872,0.225,168,1,0,24.33,29.18
10/4/2021 0:34,700,15,40,36,0.902,0.2,1073,623,138,24.33,29.24
10/4/2021 0:49,700,15,49,44,0.906,0.242,2393,606,1434,24.44,29.63
10/4/2021 1:04,700,15,47,45,0.945,0.236,2182,595,1232,24.6,30.54
10/4/2021 1:19,700,15,51,47,0.908,0.254,2497,639,1432,24.69,30.54
10/4/2021 1:34,700,15,48,43,0.901,0.236,120,21,77,24.81,30.54
10/4/2021 1:49,700,15,45,40,0.888,0.224,2,1,0,24.81,30.54
10/4/2021 2:04,700,15,38,36,0.944,0.191,922,68,757,24.81,30.54
10/4/2021 2:19,700,15,39,36,0.914,0.195,60,3,47,24.81,30.54
10/4/2021 2:34,700,15,47,43,0.91,0.234,2635,562,1687,24.96,30.54
10/4/2021 2:49,700,15,49,45,0.925,0.241,1190,152,685,25.09,30.54
10/4/2021 3:04,700,15,51,47,0.927,0.254,1194,229,709,25.33,30.6
10/4/2021 3:19,700,15,46,42,0.913,0.226,22,0,3,25.34,31.01
10/4/2021 3:34,700,15,43,39,0.911,0.211,273,43,60,25.36,31.01
10/4/2021 3:49,700,15,41,37,0.898,0.205,124,36,18,25.37,31.01
10/4/2021 4:04,700,15,46,41,0.882,0.227,1399,315,703,25.49,31.08
10/4/2021 4:19,700,15,54,51,0.937,0.268,1409,462,567,25.63,31.08
10/4/2021 4:34,700,15,53,48,0.9,0.263,1955,797,591,25.72,31.08
10/4/2021 4:49,700,15,52,47,0.9,0.259,1306,423,441,25.86,31.39
10/4/2021 5:04,700,15,48,45,0.945,0.24,341,86,132,25.87,31.46
10/4/2021 5:19,700,15,43,39,0.894,0.213,667,275,196,25.94,31.61
10/4/2021 5:34,700,15,45,42,0.924,0.226,3145,855,1666,26.07,31.61
10/4/2021 5:49,700,15,49,43,0.882,0.241,2081,661,989,26.17,31.61
10/4/2021 6:04,700,15,52,48,0.914,0.259,1857,514,755,26.18,31.61
10/4/2021 6:19,700,15,47,39,0.832,0.228,69,1,0,26.18,31.61
10/4/2021 6:34,700,15,36,29,0.793,0.175,129,0,0,26.18,31.61
10/4/2021 6:49,700,15,36,30,0.831,0.177,28,0,0,26.18,31.61
10/4/2021 7:04,700,15,36,28,0.774,0.174,33,1,0,26.18,31.61
10/4/2021 7:19,700,15,37,29,0.774,0.178,27,0,0,26.19,31.61
10/4/2021 7:34,700,15,32,26,0.823,0.153,4,0,0,26.19,31.61
10/4/2021 7:49,700,15,31,26,0.823,0.152,244,55,45,26.19,31.61
10/4/2021 8:04,700,15,40,32,0.793,0.191,292,90,130,26.21,31.61
10/4/2021 8:19,700,15,32,25,0.801,0.153,1,1,0,26.21,31.61
10/4/2021 8:34,700,15,37,29,0.774,0.177,0,0,0,26.21,31.61
10/4/2021 8:49,700,15,37,28,0.749,0.176,30,0,0,26.21,31.61
10/4/2021 9:04,700,15,32,25,0.779,0.152,25,0,0,26.21,31.7
10/4/2021 9:19,700,15,37,27,0.73,0.174,0,0,0,26.21,31.75
10/4/2021 9:34,700,15,37,27,0.718,0.176,3,0,0,26.21,31.83
10/4/2021 9:49,700,15,34,26,0.78,0.163,4,0,0,26.21,31.83
10/4/2021 10:04,700,15,39,31,0.793,0.188,1,0,0,26.21,31.83
10/4/2021 10:19,700,15,32,26,0.801,0.156,2,0,0,26.21,31.83
10/4/2021 10:34,700,15,47,37,0.782,0.225,2042,897,475,26.21,31.87
10/4/2021 10:49,700,15,47,38,0.806,0.226,1177,531,221,26.35,31.9
10/4/2021 11:04,700,15,45,38,0.843,0.218,2,1,0,26.35,31.9
10/4/2021 11:19,700,15,40,30,0.758,0.191,21,0,0,26.35,31.9
10/4/2021 11:34,700,15,36,29,0.787,0.175,0,0,0,26.35,31.9
10/4/2021 11:49,700,15,38,29,0.762,0.182,4,1,1,26.35,31.9
10/4/2021 12:04,700,15,40,31,0.781,0.191,0,0,0,26.35,31.9
10/4/2021 12:19,700,15,35,29,0.833,0.169,0,0,0,26.35,31.9
10/4/2021 12:34,700,15,35,27,0.773,0.169,0,0,0,26.35,31.9
10/4/2021 12:49,700,15,35,27,0.787,0.168,274,138,41,26.35,32.19
10/4/2021 13:04,700,15,52,43,0.835,0.253,422,166,107,26.38,32.19
10/4/2021 13:19,700,15,42,37,0.862,0.208,0,0,0,26.39,32.19
10/4/2021 13:34,700,15,34,28,0.806,0.166,0,0,0,26.39,32.19
10/4/2021 13:49,700,15,32,27,0.837,0.155,0,0,0,26.39,32.19
10/4/2021 14:04,700,15,32,26,0.823,0.153,0,0,0,26.39,32.19
10/4/2021 14:19,700,15,33,26,0.793,0.159,0,0,0,26.39,32.19
10/4/2021 14:34,700,15,32,26,0.83,0.155,0,0,0,26.39,32.19
10/4/2021 14:49,700,15,32,26,0.823,0.156,295,61,99,26.48,32.19
10/4/2021 15:04,700,15,39,33,0.858,0.19,419,88,177,26.55,32.19
10/4/2021 15:19,700,15,34,29,0.867,0.166,26,0,0,26.55,32.19
10/4/2021 15:34,700,15,32,27,0.86,0.156,2,1,0,26.55,32.46
10/4/2021 15:49,700,15,32,27,0.837,0.155,0,0,0,26.55,32.69
10/4/2021 16:04,700,15,32,25,0.779,0.156,2,1,0,26.55,32.7
10/4/2021 16:19,700,15,34,28,0.821,0.163,0,0,0,26.55,32.7
10/4/2021 16:34,700,15,39,33,0.834,0.192,389,167,120,26.58,32.7
10/4/2021 16:49,700,15,39,33,0.846,0.19,165,36,53,26.62,32.7
10/4/2021 17:04,700,15,39,33,0.852,0.188,0,0,0,26.62,32.7
10/4/2021 17:19,700,15,31,28,0.897,0.152,2,1,0,26.62,32.7
10/4/2021 17:34,700,15,35,29,0.833,0.171,0,0,0,26.62,32.7
10/4/2021 17:49,700,15,39,32,0.828,0.189,390,138,129,26.67,32.7
10/4/2021 18:04,700,15,34,29,0.853,0.166,2,0,0,26.67,32.7
10/4/2021 18:19,700,15,35,30,0.881,0.17,98,7,12,26.67,32.7
10/4/2021 18:34,700,15,57,48,0.852,0.276,1651,428,706,26.74,32.7
10/4/2021 18:49,700,15,55,50,0.911,0.27,1379,339,643,27.04,32.77
10/4/2021 19:04,700,15,59,53,0.889,0.292,1080,160,574,27.06,32.88
10/4/2021 19:19,700,15,59,53,0.897,0.291,2658,735,1271,27.2,33.08
10/4/2021 19:34,700,15,55,51,0.924,0.272,760,163,315,27.31,33.51
10/4/2021 19:49,700,15,47,44,0.921,0.235,92,0,20,27.31,33.52
10/4/2021 20:04,700,15,52,47,0.891,0.258,1029,200,490,27.36,33.71
10/4/2021 20:19,700,15,56,52,0.933,0.278,1072,297,428,27.56,34.37
10/4/2021 20:34,700,15,52,49,0.937,0.261,2534,677,1273,27.68,34.91
10/4/2021 20:49,700,15,62,60,0.962,0.311,1762,346,1089,27.81,35.07
10/4/2021 21:04,700,15,56,50,0.903,0.274,555,4,398,27.9,35.45
10/4/2021 21:19,700,15,41,39,0.95,0.204,419,0,305,27.9,35.45
10/4/2021 21:34,700,15,51,49,0.969,0.256,2385,434,1599,28.05,35.72
10/4/2021 21:49,700,15,53,52,0.973,0.266,775,75,575,28.24,35.83
10/4/2021 22:04,700,15,46,41,0.903,0.226,97,4,70,28.24,35.83
10/4/2021 22:19,700,15,44,43,0.977,0.222,1072,90,765,28.3,35.83
10/4/2021 22:34,700,15,51,48,0.95,0.254,2414,390,1594,28.45,35.83
10/4/2021 22:49,700,15,57,54,0.95,0.285,1124,86,603,28.56,35.83
10/4/2021 23:04,700,15,61,60,0.989,0.305,2602,582,1382,28.94,35.86
10/4/2021 23:19,700,15,65,63,0.961,0.326,2278,643,1116,29.15,36.02
10/4/2021 23:34,700,15,55,54,0.981,0.276,547,75,249,29.25,36.21
10/4/2021 23:49,700,15,54,51,0.933,0.27,2958,826,1408,29.39,36.48
10/5/2021 0:04,700,15,48,46,0.965,0.24,52,12,7,29.39,36.59
10/5/2021 0:19,700,15,41,37,0.91,0.203,4,0,1,29.39,36.59
10/5/2021 0:34,700,15,46,42,0.929,0.226,18,10,1,29.4,36.59
10/5/2021 0:49,700,15,41,39,0.962,0.205,1089,214,593,29.51,36.59
10/5/2021 1:04,700,15,55,52,0.937,0.276,1431,445,617,29.69,37.51
10/5/2021 1:19,700,15,59,58,0.995,0.295,1233,123,719,29.92,37.9
10/5/2021 1:34,700,15,58,57,0.979,0.291,1516,189,885,30.12,37.93
10/5/2021 1:49,700,15,53,50,0.946,0.262,1070,176,490,30.15,37.93
10/5/2021 2:04,700,15,47,43,0.899,0.234,152,1,40,30.16,37.93
10/5/2021 2:19,700,15,48,46,0.96,0.24,576,100,198,30.21,37.93
10/5/2021 2:34,700,15,58,56,0.967,0.291,3090,1035,1325,30.29,38.17
